,urname,weapon,jacket,shoulder,pants,shoes,waist,amulet,wrist,ring,support,magicstone,earring,fusion ring
0,자학러,근원을 삼킨 낫,리버시블 레더 코트,매니퓰레이션,깨지지 않는 빛바랜 신념,엑셀러레이터,파워 플랜트,아토믹 코어 네클레스,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,버추얼노벨,결전의 소검 - 다크템플러,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,
0,코요테1024,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,꺄악지니,결전의 빗자루 - 마도학자,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,혈천광검,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잿빛의 묘상석,아크로매틱 룸버스,
0,부드러운밤,,,,,,,,,,,,,
0,0劍鬼0,,,,,,,,,,,,,
0,봄송,,,,,,,,,,,,,
0,망고먹고기절,,,,,,,,,,,,,
0,프로스트설빙,근원을 삼킨 빗자루,탐험가의 노련한 코트,아픔을 감싸는 위엄,침식되는 이성,과거를 뒤로 한 전진,익스펜션 서플라이 벨트,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,숨결을 삼킨 용옥,들이치는 희미한 탄식,천계 연합군 : 밝게 빛나는 희망
0,별청*,근원을 삼킨 소검,하이테크 전술지휘 아머,유쾌함 속의 열망,깨지지 않는 빛바랜 신념,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,골드 윙 반지,굴착 강화 파츠,피어오르는 광기,주인의 각인,천계 연합군 : 밝게 빛나는 희망
0,노블때메키움,근원을 삼킨 소검,블루 베릴 아머,빛을 잃은 진실,깨지지 않는 빛바랜 신념,소망을 향한 움직임,마땅한 본분,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,리벨스톤4,,,,,,,,,,,,,
0,♡I♡U♡,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,복수1997,근원을 삼킨 낫,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,이동하는 요새,생명이 담긴 잔,평화를 위한 투쟁,황혼의 성단,
0,카이저업,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,가만히딜하는,결전의 자동권총 - 메카닉(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,미지의 황금비석,폭발형 : 소형 전술 플레어,
0,Arvis,근원을 삼킨 광검,격동하는 마음,매니퓰레이션,깨지지 않는 빛바랜 신념,하이테크 고기동 강화 부츠,마땅한 본분,아토믹 코어 네클레스,흑화의 구속 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,드랍디웨폰,근원을 삼킨 리볼버,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,에빌키드,결전의 리볼버 - 레인저(여),리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,김레날,결전의 선현궁 - 뮤즈,얼티밋 제너레이터,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,엔트 정령의 성배,엔트 정령의 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,콩이블레이드,,,,,,,,,,,,,
0,마연신,,,,,,,,,,,,,
0,달달앵두크림,근원을 삼킨 빗자루,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,.랜서,근원을 삼킨 광창,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,지상형 : 전술 차륜 드론,폭풍을 삼킨 에너지,
0,상동역,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,마땅한 본분,테크놀로지 바디캠 네클리스,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,잿빛의 묘상석,시각의 관점,천계 연합군 : 밝게 빛나는 희망
0,FRM,근원을 삼킨 낫,어릴적 꿈꿔온 무대,화려한 청색의 음율,굳건한 믿음,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,초소형 GPS,
0,실리봄,,,,,,,,,,,,,
0,츄라,결전의 선현궁 - 뮤즈,고귀한 신의,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,쿨링 서포트 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,언비튼 메달,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,타고르짱,,,,,,,,,,,,,
0,백암이,,,,,,,,,,,,,
0,예아일체,근원을 삼킨 자동권총,흙으로 빚은 자연,피어나는 자연의 삶,로보티카 컴뱃 팬츠,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,파워 네비게이트 팩,고통의 상처,용살자의 증표 - 용골 뿔피리,자연에 녹아드는 이슬,용살자의 증표 - 용린 귀걸이,금룡 : 무한한 빛의 결계
0,한량넨마스터,근원을 삼킨 너클,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,하모넬시아,,,,,,,,,,,,,
0,로레얀,,,,,,,,,,,,,
0,상위권캐릭터,,,,,,,,,,,,,
0,구찌냥이,,,,,,,,,,,,,
0,군대가긔싫다,,,,,,,,,,,,,
0,천쇄독무,근원을 삼킨 권투글러브,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,Tenene,근원을 삼킨 보우건,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,바람실화냐,,,,,,,,,,,,,
0,oTzTo,근원을 삼킨 광검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,얀희망싸,근원을 삼킨 낫,엔트 정령의 상의,블랙 캣 헬멧,벤타블랙 팬츠,검은 발자국,가이드 라인 벨트,고양된 분노의 목걸이,미니어쳐 헤드셋 암릿,빛을 발하는 생명,옵티컬 컴뱃 글래스,잿빛의 묘상석,아크로매틱 룸버스,
0,어제우럭따,근원을 삼킨 스태프,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,백합총리대신,근원을 삼킨 십자가,천재 기술자의 전문 작업복 상의,마그네틱 서치 스캔,로보티카 컴뱃 팬츠,움직이는 쇠약한 집착,마주할 수 없는 부러진 긍지,약동하는 생명의 고동,생명이 담긴 가죽 토시,어댑터블 투톤 링,생명의 근원이 담긴 배낭,생명이 깃든 초록빛 액체,생명을 키우는 코발트 스틱,천계 연합군 : 밝게 빛나는 희망
0,眞-마키나,근원을 삼킨 자동권총,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,고통의 상처,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,냥e냥,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,옥화의 망령 대퇴갑,내딛는 용기,쿨링 서포트 벨트,숲속의 마녀 목걸이,구속된 자유,어댑터블 투톤 링,굴착 강화 파츠,억류된 혼의 령주,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,버터빵,결전의 빗자루 - 인챈트리스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,수라할레,결전의 도 - 아수라,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,작은 풀잎의 순수함,뚜렷해지는 소멸된 사념,생명이 담긴 잔,거짓 속의 거짓,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,행운의욥욥이,,,,,,,,,,,,,
0,윤나나♡,,,,,,,,,,,,,
0,아미드블루,결전의 십자가 - 크루세이더(남),쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,언리밋 사이버네틱,내딛는 용기,천재 기술자의 멀티툴 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,생명이 깃든 초록빛 액체,시각의 관점,
0,중화검,결전의 도 - 소울브링어,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,흑화의 구속 팔찌,서드 스페이드 - 데스,굴착 강화 파츠,용살자의 증표 - 용심 가공석,부스팅 펄스 튜브,금룡 : 무한한 빛의 결계
0,건쏨,근원을 삼킨 도,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,승리가 약속된 시간,폭풍을 삼킨 에너지,
0,멀루,근원을 삼킨 도,어릴적 꿈꿔온 무대,화려한 청색의 음율,깨지지 않는 빛바랜 신념,소망을 전하는 편지,음율에 담은 소망,잔잔한 선율,오랜 시간 품어온 소원,원터치 스마트 리모콘,꿈같은 환호성,두근거리는 열정,인력의 법칙,
0,빵디요원,근원을 삼킨 소태도,리버시블 레더 코트,끝을 바라보는 시선,깨지지 않는 빛바랜 신념,천재 기술자의 두터운 보호부츠,천재 기술자의 멀티툴 벨트,고양된 분노의 목걸이,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,저주받은 마음,들이치는 희미한 탄식,
0,23지효,결전의 선현궁 - 뮤즈,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,이온화조정 팔찌,어댑터블 투톤 링,생명이 담긴 잔,생명이 깃든 초록빛 액체,폭발형 : 소형 전술 플레어,금룡 : 무한한 빛의 결계
0,고기저금통,,,,,,,,,,,,,
0,공강강,근원을 삼킨 빗자루,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,죽음을 부르는 관,거짓 속의 거짓,용살자의 증표 - 용린 귀걸이,금룡 : 무한한 빛의 결계
0,아르사빈,,,,,,,,,,,,,
0,갼쟝2세,결전의 십자가 - 크루세이더(여),흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,무뎌지는 둔화된 변화,뚜렷해지는 소멸된 사념,용살자의 증표 - 용골 뿔피리,거짓 속의 거짓,폭발형 : 소형 전술 플레어,
0,영빙화,근원을 삼킨 로드,리버시블 레더 코트,매니퓰레이션,언리밋 사이버네틱,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,어댑터블 투톤 링,파괴된 생명,잊혀진 기록,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,소울빠끈,결전의 도 - 소울브링어,탐험가의 노련한 코트,아픔을 감싸는 위엄,승리로 이끄는 정의,과거를 뒤로 한 전진,파괴된 신념,디젯 퓨즈 초크,흑화의 구속 팔찌,어댑터블 투톤 링,옵티컬 컴뱃 글래스,잿빛의 묘상석,초소형 GPS,진룡 : 무거운 철의 투지
0,가이아기상어,,,,,,,,,,,,,
0,스슥이남런처,근원을 삼킨 핸드캐넌,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,옵티컬 컴뱃 글래스,완성형 동력 제어장치,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,포루카,결전의 빗자루 - 인챈트리스,흙으로 빚은 자연,피어나는 자연의 삶,숨쉬는 자연의 생명,순환하는 자연의 섭리,순수한 자연의 이치,올곧은 자의 이념,화음하는 음색,어댑터블 투톤 링,생명이 담긴 잔,자연에 녹아드는 이슬,폭발형 : 소형 전술 플레어,
0,Daioa,결전의 빗자루 - 인챈트리스,쉐도우블랙 슈트,주체할 수 없는 낡은 규칙,지치지 않는 여정의 하의,내딛는 용기,천재 기술자의 멀티툴 벨트,잠겨진 영역,생명이 담긴 가죽 토시,어댑터블 투톤 링,굴착 강화 파츠,숲속의 마녀 정령석,시각의 관점,
0,융용육욕,근원을 삼킨 클로,하이테크 전술지휘 아머,자유를 수호하는 윙 숄더,데저트 테크놀로지 팬츠,일렉트릭 프루프 부츠,파괴된 신념,기품의 금빛 장신구,찬란한 금장 팔찌,이동하는 요새,숲속의 마녀 바구니,피어오르는 광기,눈물이 스민 보석,천계 연합군 : 밝게 빛나는 희망
0,삯과,근원을 삼킨 단검,리버시블 레더 코트,매니퓰레이션,혼돈을 두른 장막,엑셀러레이터,파워 플랜트,검은 별,억제된 마력의 팔찌,골렘의 중추석 반지,파괴된 생명,저주받은 마음,폭풍을 삼킨 에너지,흑룡 : 끝없는 암흑의 굴레
0,후카태,결전의 빗자루 - 인챈트리스,얼티밋 제너레이터,숲속의 마녀 망토,지치지 않는 여정의 하의,내딛는 용기,불변의 부유석 벨트,테크놀로지 바디캠 네클리스,구속된 자유,어댑터블 투톤 링,불길한 데칼코마니 석판,어둠을 먹는 심장,시각의 관점,흑룡 : 끝없는 암흑의 굴레
0,이노리애인,근원을 삼킨 클로,블루 베릴 아머,오염된 빙석 견갑,압도하는 힘의 하갑,과거를 뒤로 한 전진,별을 담는 벨트,아토믹 코어 네클레스,골렘의 핵 팔찌,에너지 서치 링,옵티컬 컴뱃 글래스,완성형 동력 제어장치,인력의 법칙,흑룡 : 끝없는 암흑의 굴레
